time,seconds_elapsed,z,y,x
1747237103776374300,0.036374267578125,-0.15401859532296658,0.05263356581777334,-0.5579259975753724
1747237103786405400,0.0464052734375,0.07299158645272255,0.04131809881627559,-0.5366631370551884
1747237103796436200,0.056436279296875,0.2602209619820118,0.012538432925194501,-0.4889931849941611
1747237103806467300,0.06646728515625,0.3534749997407198,-0.0340218043282628,-0.40898806651756164
1747237103816497400,0.076497314453125,0.28888299284279345,-0.08087064926475286,-0.3937621480740607
1747237103826528300,0.0865283203125,0.15590250937342642,-0.09711568162292242,-0.3630447921186685
1747237103836559400,0.096559326171875,0.020823007798194883,-0.08069953048154711,-0.30264585299640895
1747237103846590200,0.106590087890625,-0.010142039307951926,-0.10797449089810252,-0.19798165569007395
1747237103856621300,0.116621337890625,0.022107786911725998,-0.1409159526437521,-0.1948778444558382
1747237103866652200,0.126652099609375,0.2603022105246782,-0.17377485067248344,-0.3259355431690812
1747237103876683300,0.136683349609375,0.5917647004216909,-0.14131927274763584,-0.3996829164251685
1747237103886714000,0.146714111328125,0.8006424286574125,-0.1723300586916506,-0.4039966879710555
1747237103896745200,0.1567451171875,0.8340297344744205,-0.2406535072028637,-0.3630579438611865
1747237103906775300,0.166775390625,0.744273475703597,-0.29472207425981756,-0.36108503635302186
1747237103916806100,0.17680615234375,0.6353589274764061,-0.2517107616595924,-0.4239432051956653
1747237103926837200,0.186837158203125,0.6206266377687454,-0.1876977236934006,-0.5323837061703205
1747237103936868000,0.1968681640625,0.6911486192375421,-0.10596855790317058,-0.5464385350078343
1747237103946899500,0.2068994140625,0.6735866590619087,-0.03281374371275306,-0.5034124632298946
1747237103956930300,0.216930419921875,0.4713607899308204,-0.043154958854615684,-0.4295433632902801
1747237103966961400,0.22696142578125,0.07443418647646903,-0.054123512114584445,-0.30864421662837266
1747237103976992300,0.2369921875,-0.4623398636072874,-0.00020312135666608808,-0.24130057293474672
1747237103987023400,0.2470234375,-0.9297335034728049,0.11227993300706147,-0.28405864142626525
1747237103997053400,0.257053466796875,-1.06417236905694,0.3271215380832553,-0.39032048318758605
1747237104007084300,0.267084228515625,-0.9326414998739957,0.5982321428701282,-0.664720777169615
1747237104017115400,0.277115478515625,-0.6455190869629382,0.8210229533851147,-0.8067847308047116
1747237104027146200,0.287146240234375,-0.34550212116539475,0.9865095759227871,-1.095288222810626
1747237104037177300,0.29717724609375,-0.03866553848087787,0.8506110130496323,-1.3920121384121478
1747237104047208200,0.307208251953125,0.23626433233320712,0.40998438407853244,-1.3567965942546725
1747237104057239300,0.3172392578125,0.29558979700505733,-0.1251601651072502,-1.0737179037764668
1747237104067270400,0.3272705078125,0.27739070796966553,-0.5468488693743944,-0.9499681899890303
1747237104077301200,0.33730126953125,0.4230214141756296,-0.6744919373385608,-0.9909669937230646
1747237104087331300,0.347331298828125,0.6721171710312366,-0.3911107567824423,-1.2055498017325996
1747237104097362200,0.357362060546875,0.881459594169259,0.06524506397917866,-1.483516409894079
1747237104107393300,0.367393310546875,0.8380266951560974,0.5203045613199472,-1.512245806902647
1747237104117424000,0.377424072265625,0.4663730646461248,0.8224192300491034,-1.3146888063654303
1747237104127455200,0.387455322265625,-0.13805121086239813,0.8591782042562961,-1.124970025173202
1747237104137486300,0.397486328125,-0.9391390451997518,0.7622495696380734,-1.020022627011314
1747237104147517200,0.40751708984375,-1.5214461814463138,0.6026119653895496,-1.0705064674492926
1747237104157548500,0.417548583984375,-1.491684080389142,0.32683731431439517,-1.4050563289023934
1747237104167579400,0.427579345703125,-1.2181079622715711,0.051886546842753886,-1.8212920284606515
1747237104177609200,0.437609130859375,-0.998884196588397,-0.03318929902687669,-2.0103522726789116
1747237104187640300,0.447640380859375,-1.017521092519164,0.1277909520022571,-1.7315467294752598
1747237104197671400,0.45767138671875,-1.0757003097653388,0.34614670267924663,-1.174289863333106
1747237104207702300,0.467702392578125,-0.9449117833822965,0.5581000389680266,-0.766013890607655
1747237104217733400,0.4777333984375,-0.5708516762524843,0.821888484173268,-0.7207867285888642
1747237104227764500,0.487764404296875,-0.19157354221343992,1.1793277113698422,-0.7132991493124514
1747237104237795300,0.49779541015625,0.07786766805648804,1.4584702314428983,-0.5881321891382336
1747237104247826400,0.507826416015625,0.4600917924195528,1.535695217681676,-0.5484910836234689
1747237104257857300,0.517857177734375,0.732768331348896,1.0986470317192376,-0.6103978700254112
1747237104267887400,0.527887451171875,0.7826157735794782,0.3669308397717774,-0.7265876699525863
1747237104277918500,0.53791845703125,0.9667430914402008,0.07809519320204854,-0.6971336849965155
1747237104287949300,0.54794921875,1.1983230653494596,0.3031976416602731,-0.3477321452397853
1747237104297980400,0.55798046875,1.3828145403474568,0.5371006516896188,0.27020382867287845
1747237104308011300,0.56801123046875,1.5006348640859126,0.7095404543660581,1.0039762590304016
1747237104318042400,0.57804248046875,1.4433862056881188,0.8210669386573135,1.5824693899467586
1747237104328073200,0.5880732421875,1.2575234423369168,0.8055269858285784,1.8122176183842122
1747237104338104300,0.598104248046875,0.9193892195910215,1.224848084181547,1.1335030218493192
1747237104348135200,0.60813525390625,0.49474049647450447,1.8409582674391567,0.17472407768871634
1747237104358166300,0.618166259765625,0.014648118555545805,2.0062077202200888,-0.02198931619778741
1747237104368196400,0.6281962890625,-0.4758937571853399,1.461201409972459,0.41922246028408405
1747237104378227200,0.638227294921875,-0.6795891143471002,0.8279777409590781,0.8351773701395839
1747237104388258300,0.64825830078125,-0.3418728247523308,0.7653667518105357,0.9826762083049863
1747237104398289200,0.6582890625,-0.5465367346853017,0.2328799505919218,0.9193196614861487
1747237104408320300,0.6683203125,-1.5050024116456509,-0.8262640689089894,0.23169545351509002
1747237104418351000,0.67835107421875,-0.2529769822031259,0.16544555987492202,-0.19465342458281665
1747237104428382200,0.68838232421875,0.48597091456353664,0.37315022574327883,-0.6241503549154848
1747237104438413000,0.6984130859375,1.0770394494146107,-0.20804040062874554,-0.7704772997573017
1747237104448444200,0.708444091796875,1.212647358778119,-0.3016589608509093,-0.3527121986746788
1747237104458475000,0.71847509765625,0.8545844467252492,-0.058082917264848946,0.4408519256269559
