time,seconds_elapsed,z,y,x
1749920261733175800,0.08817578125,9.712711334228516,1.3381420373916626,0.1534460037946701
1749920261743189000,0.09818896484375,9.634577751159668,1.8083900213241577,0.26804301142692566
1749920261753202400,0.108202392578125,9.09658145904541,3.6389360427856445,0.3671090006828308
1749920261763215600,0.118215576171875,9.030299186706543,3.8006858825683594,0.4223470091819763
1749920261773229000,0.12822900390625,9.02942943572998,3.8026480674743652,0.42281898856163025
1749920261783242200,0.1382421875,9.027399063110352,3.806826114654541,0.42575499415397644
1749920261793255700,0.148255615234375,9.024578094482422,3.8127779960632324,0.4279170036315918
1749920261803268900,0.158268798828125,9.021132469177246,3.8201920986175537,0.4284859895706177
1749920261813282300,0.1682822265625,9.018104553222656,3.826836109161377,0.42835599184036255
1749920261823295500,0.17829541015625,9.014435768127441,3.834852933883667,0.42712101340293884
1749920261833309000,0.188308837890625,9.011260032653809,3.8418760299682617,0.4260460138320923
1749920261843322000,0.198322021484375,9.008352279663086,3.8482720851898193,0.4259699881076813
1749920261853335600,0.20833544921875,9.005453109741211,3.8544859886169434,0.427359014749527
1749920261863348700,0.2183486328125,9.002389907836914,3.8608438968658447,0.43015798926353455
1749920261873362200,0.228362060546875,8.999165534973145,3.867363929748535,0.4339810013771057
1749920261883375400,0.238375244140625,8.995917320251465,3.873814105987549,0.4385020136833191
1749920261893388800,0.248388916015625,8.99266242980957,3.8801939487457275,0.44346800446510315
1749920261903402000,0.258402099609375,8.989290237426758,3.8867170810699463,0.4489170014858246
1749920261913415200,0.268415283203125,8.984865188598633,3.8950729370117188,0.45559200644493103
1749920261923428600,0.2784287109375,8.97938346862793,3.9051411151885986,0.4636000096797943
1749920261933442000,0.288442138671875,8.97294807434082,3.9166650772094727,0.4728429913520813
1749920261943455200,0.298455322265625,8.965051651000977,3.9297399520874023,0.48583799600601196
1749920261953468700,0.30846875,8.956645965576172,3.94364595413208,0.49897199869155884
1749920261963481900,0.31848193359375,8.947874069213867,3.9582529067993164,0.5118309855461121
1749920261973495300,0.328495361328125,8.93807315826416,3.973841905593872,0.5270270109176636
1749920261983508500,0.338508544921875,8.92729377746582,3.990483045578003,0.5437930226325989
1749920261993521700,0.348521728515625,8.916435241699219,4.0077128410339355,0.5591549873352051
1749920262003534800,0.358534912109375,8.90569019317627,4.025309085845947,0.5727319717407227
1749920262013548300,0.36854833984375,8.895265579223633,4.042963027954102,0.584263026714325
1749920262023561700,0.378561767578125,8.885323524475098,4.060336112976074,0.5938060283660889
1749920262033575000,0.388574951171875,8.87598991394043,4.077087879180908,0.6017379760742188
1749920262043588400,0.39858837890625,8.86738395690918,4.0928850173950195,0.6085180044174194
1749920262053601500,0.4086015625,8.860119819641113,4.1065568923950195,0.6145579814910889
1749920262063615000,0.418614990234375,8.853937149047852,4.118353843688965,0.6204500198364258
1749920262073628200,0.428628173828125,8.848732948303223,4.128353118896484,0.6263530254364014
1749920262083641600,0.4386416015625,8.844291687011719,4.136922836303711,0.6321380138397217
1749920262093654800,0.44865478515625,8.840733528137207,4.143898963928223,0.6371920108795166
1749920262103668000,0.45866796875,8.837821960449219,4.149580955505371,0.6421170234680176
1749920262113681400,0.468681396484375,8.835921287536621,4.1531829833984375,0.6467249989509583
1749920262123694600,0.478694580078125,8.834977149963379,4.154969215393066,0.6496390104293823
1749920262133708000,0.4887080078125,8.834465026855469,4.155917167663574,0.6515780091285706
1749920262143721500,0.498721435546875,8.834444046020508,4.15591287612915,0.6520439982414246
1749920262153734700,0.508734619140625,8.83473014831543,4.155313014984131,0.6512309908866882
1749920262163747800,0.518747802734375,8.835302352905273,4.154140949249268,0.648872971534729
1749920262173761300,0.52876123046875,8.836190223693848,4.1522297859191895,0.6457809805870056
1749920262183774700,0.538774658203125,8.837468147277832,4.149277210235596,0.6436529755592346
1749920262193788000,0.548787841796875,8.839101791381836,4.145240783691406,0.6432579755783081
1749920262203801000,0.558801025390625,8.841039657592773,4.1403279304504395,0.6433809995651245
1749920262213814500,0.568814453125,8.843234062194824,4.134582042694092,0.6444879770278931
1749920262223828000,0.578827880859375,8.845574378967285,4.12821102142334,0.6469050049781799
1749920262233841200,0.588841064453125,8.848140716552734,4.120909214019775,0.6507189869880676
1749920262243854300,0.598854248046875,8.850943565368652,4.112536907196045,0.656063973903656
1749920262253867500,0.608867431640625,8.853941917419434,4.103061199188232,0.6631529927253723
1749920262263881000,0.618880859375,8.856958389282227,4.0929131507873535,0.6719920039176941
1749920262273894100,0.62889404296875,8.859842300415039,4.082632064819336,0.6822100281715393
1749920262283907600,0.638907470703125,8.862601280212402,4.072446823120117,0.69309401512146
1749920262293920800,0.648920654296875,8.865154266357422,4.062528133392334,0.7048280239105225
